PID,Player,Span,Mat,Inns,No,Runs,Hs,Ave,100,50,Ducks,Country,Format
1388,M Nissar,1932-1936,6,11,3,55,14,6.87,0,0,2,India,Test
1389,S Nyalchand,1952-1952,1,2,1,7,6*,7.00,0,0,0,India,Test
1390,NV Ojha,2015-2015,1,2,0,56,35,28.00,0,0,0,India,Test
1391,PP Ojha,2009-2013,24,27,17,89,18*,8.90,0,0,4,India,Test
1392,AM Pai,1969-1969,1,2,0,10,9,5.00,0,0,0,India,Test
1393,PE Palia,1932-1936,2,4,1,29,16,9.66,0,0,0,India,Test
1394,CS Pandit,1986-1992,5,8,1,171,39,24.42,0,0,0,India,Test
1395,HH Pandya,2017-2018,6,9,0,297,108,33.00,1,2,1,India,Test
1396,Pankaj Singh,2014-2014,2,4,1,10,9,3.33,0,0,2,India,Test
1397,GAHM Parkar,1982-1982,1,2,0,7,6,3.50,0,0,0,India,Test
1398,RD Parkar,1972-1973,2,4,0,80,35,20.00,0,0,0,India,Test
1399,DD Parsana,1979-1979,2,2,0,1,1,0.50,0,0,1,India,Test
1400,CT Patankar,1955-1956,1,2,1,14,13,14.00,0,0,0,India,Test
1401,MAK Pataudi,1961-1975,46,83,3,2793,203*,34.91,6,16,7,India,Test
1402,Nawab of Pataudi,1946-1946,3,5,0,55,22,11.00,0,0,0,India,Test
1403,BP Patel,1974-1977,21,38,5,972,115*,29.45,1,5,0,India,Test
1404,JM Patel,1955-1960,7,10,1,25,12,2.77,0,0,5,India,Test
1405,MM Patel,2006-2011,13,14,6,60,15*,7.50,0,0,4,India,Test
1406,PA Patel,2002-2018,25,38,8,934,71,31.13,0,6,4,India,Test
1407,RGM Patel,1988-1988,1,2,0,0,0,0.00,0,0,2,India,Test
1408,IK Pathan,2003-2008,29,40,5,1105,102,31.57,1,6,5,India,Test
1409,Yuvraj of Patiala,1934-1934,1,2,0,84,60,42.00,0,1,0,India,Test
1410,SM Patil,1980-1984,29,47,4,1588,174,36.93,4,7,4,India,Test
1411,SR Patil,1955-1955,1,1,1,14,14*,0,0,0,0,India,Test
1412,DG Phadkar,1947-1959,31,45,7,1229,123,32.34,2,8,3,India,Test
1413,RR Powar,2007-2007,2,2,0,13,7,6.50,0,0,0,India,Test
1414,M Prabhakar,1984-1995,39,58,9,1600,120,32.65,1,9,3,India,Test
1415,BKV Prasad,1996-2001,33,47,20,203,30*,7.51,0,0,10,India,Test
1416,MSK Prasad,1999-2000,6,10,1,106,19,11.77,0,0,0,India,Test
1417,EAS Prasanna,1962-1978,49,84,20,735,37,11.48,0,0,15,India,Test
1418,CA Pujara,2010-2018,57,96,7,4496,206*,50.51,14,17,4,India,Test
1419,PH Punjabi,1955-1955,5,10,0,164,33,16.40,0,0,0,India,Test
1420,AM Rahane,2013-2018,44,75,9,2883,188,43.68,9,12,5,India,Test
1421,KL Rahul,2014-2018,23,37,1,1458,199,40.50,4,10,3,India,Test
1422,SK Raina,2010-2015,18,31,2,768,120,26.48,1,7,8,India,Test
1423,K Rai Singh,1948-1948,1,2,0,26,24,13.00,0,0,0,India,Test
1424,V Rajindernath,1952-1952,1,0,0,0.00,0,0,0,0,0,India,Test
1425,Rajinder Pal,1964-1964,1,2,1,6,3*,6.00,0,0,0,India,Test
1426,LS Rajput,1985-1985,2,4,0,105,61,26.25,0,1,1,India,Test
1427,SLV Raju,1990-2001,28,34,10,240,31,10.00,0,0,3,India,Test
1428,WV Raman,1988-1997,11,19,1,448,96,24.88,0,4,4,India,Test
1429,C Ramaswami,1936-1936,2,4,1,170,60,56.66,0,1,0,India,Test
1430,GS Ramchand,1952-1960,33,53,5,1180,109,24.58,2,5,6,India,Test
1431,S Ramesh,1999-2001,19,37,1,1367,143,37.97,2,8,3,India,Test
1432,L Ramji,1933-1933,1,2,0,1,1,0.50,0,0,1,India,Test
1433,CR Rangachari,1948-1948,4,6,3,8,8*,2.66,0,0,3,India,Test
1434,KM Rangnekar,1947-1948,3,6,0,33,18,5.50,0,0,2,India,Test
1435,VB Ranjane,1958-1964,7,9,3,40,16,6.66,0,0,1,India,Test
1436,V Rathour,1996-1997,6,10,0,131,44,13.10,0,0,0,India,Test
1437,A Ratra,2002-2002,6,10,1,163,115*,18.11,1,0,1,India,Test
1438,V Razdan,1989-1989,2,2,1,6,6*,6.00,0,0,1,India,Test
1439,B Reddy,1979-1979,4,5,1,38,21,9.50,0,0,2,India,Test
1440,MR Rege,1949-1949,1,2,0,15,15,7.50,0,0,1,India,Test
1441,AK Roy,1969-1969,4,7,0,91,48,13.00,0,0,2,India,Test
1442,P Roy,1951-1960,43,79,4,2442,173,32.56,5,9,14,India,Test
1443,P Roy,1982-1982,2,3,1,71,60*,35.50,0,1,0,India,Test
1444,WP Saha,2010-2018,32,46,8,1164,117,30.63,3,5,6,India,Test
1445,BS Sandhu,1983-1983,8,11,4,214,71,30.57,0,2,1,India,Test
1446,RL Sanghvi,2001-2001,1,2,0,2,2,1.00,0,0,1,India,Test
1447,Sarandeep Singh,2000-2002,3,2,1,43,39*,43.00,0,0,0,India,Test
1448,DN Sardesai,1961-1972,30,55,4,2001,212,39.23,5,9,4,India,Test
1449,CT Sarwate,1946-1951,9,17,1,208,37,13.00,0,0,4,India,Test
1450,RC Saxena,1967-1967,1,2,0,25,16,12.50,0,0,0,India,Test
1451,V Sehwag,2001-2013,103,178,6,8503,319,49.43,23,31,16,India,Test
1452,TAP Sekhar,1983-1983,2,1,1,0,0*,0,0,0,0,India,Test
1453,PK Sen,1948-1952,14,18,4,165,25,11.78,0,0,1,India,Test
1454,AK Sengupta,1959-1959,1,2,0,9,8,4.50,0,0,0,India,Test
1455,AK Sharma,1988-1988,1,2,0,53,30,26.50,0,0,0,India,Test
1456,C Sharma,1984-1989,23,27,9,396,54,22.00,0,1,2,India,Test
1457,G Sharma,1985-1990,5,4,1,11,10*,3.66,0,0,2,India,Test
1458,I Sharma,2007-2018,81,110,42,572,31*,8.41,0,0,26,India,Test
1459,KV Sharma,2014-2014,1,2,1,8,4*,8.00,0,0,0,India,Test
1460,PH Sharma,1974-1977,5,10,0,187,54,18.70,0,1,0,India,Test
1461,RG Sharma,2013-2018,25,43,6,1479,177,39.97,3,9,4,India,Test
1462,SK Sharma,1988-1990,2,3,1,56,38,28.00,0,0,1,India,Test
1463,RJ Shastri,1981-1992,80,121,14,3830,206,35.79,11,12,9,India,Test
1464,SG Shinde,1946-1952,7,11,5,85,14,14.16,0,0,0,India,Test
1465,RH Shodhan,1952-1953,3,4,1,181,110,60.33,1,0,0,India,Test
1466,RC Shukla,1982-1982,1,0,0,0.00,0,0,0,0,0,India,Test
1467,IR Siddiqui,2001-2001,1,2,1,29,24,29.00,0,0,0,India,Test
1468,NS Sidhu,1983-1999,51,78,2,3202,201,42.13,9,15,9,India,Test
1469,R Singh,1999-1999,1,1,0,0,0,0.00,0,0,1,India,Test
1470,RP Singh,2006-2011,14,19,3,116,30,7.25,0,0,7,India,Test
1471,RR Singh,1998-1998,1,2,0,27,15,13.50,0,0,0,India,Test
1472,VRV Singh,2006-2007,5,6,2,47,29,11.75,0,0,0,India,Test
1473,L Sivaramakrishnan,1983-1986,9,9,1,130,25,16.25,0,0,1,India,Test
1474,SW Sohoni,1946-1951,4,7,2,83,29*,16.60,0,0,0,India,Test
1475,ED Solkar,1969-1977,27,48,6,1068,102,25.42,1,6,1,India,Test
1476,MM Sood,1960-1960,1,2,0,3,3,1.50,0,0,1,India,Test
1477,S Sreesanth,2006-2011,27,40,13,281,35,10.40,0,0,10,India,Test
1478,K Srikkanth,1981-1992,43,72,3,2062,123,29.88,2,12,7,India,Test
1479,J Srinath,1991-2002,67,92,21,1009,76,14.21,0,4,13,India,Test
1480,TE Srinivasan,1981-1981,1,2,0,48,29,24.00,0,0,0,India,Test
1481,V Subramanya,1965-1968,9,15,1,263,75,18.78,0,2,1,India,Test
